-0.034,-0.574,-0.54,0.304,0.253,-0.556,0.2,0.25,0.135,0.165,0.135,0.115
-0.038,-0.575,-0.537,0.306,0.25,-0.555,0.199,0.248,0.132,0.163,0.134,0.114
-0.057,-0.584,-0.527,0.32,0.235,-0.555,0.195,0.242,0.126,0.157,0.13,0.11
-0.066,-0.592,-0.525,0.329,0.229,-0.558,0.192,0.238,0.121,0.154,0.127,0.107
-0.08,-0.588,-0.508,0.334,0.214,-0.548,0.187,0.234,0.115,0.149,0.122,0.102
-0.085,-0.59,-0.505,0.338,0.21,-0.548,0.184,0.229,0.11,0.144,0.119,0.099
-0.058,-0.59,-0.531,0.324,0.237,-0.561,0.181,0.224,0.104,0.14,0.115,0.096
-0.061,-0.588,-0.526,0.324,0.233,-0.557,0.176,0.218,0.098,0.134,0.109,0.093
-0.068,-0.619,-0.551,0.344,0.241,-0.585,0.173,0.213,0.094,0.131,0.106,0.091
-0.065,-0.609,-0.544,0.337,0.24,-0.576,0.17,0.208,0.087,0.126,0.101,0.087
-0.056,-0.57,-0.514,0.313,0.229,-0.542,0.164,0.2,0.082,0.122,0.096,0.085
-0.038,-0.561,-0.523,0.299,0.242,-0.542,0.175,0.21,0.081,0.119,0.094,0.085
-0.037,-0.554,-0.517,0.296,0.241,-0.535,0.187,0.229,0.085,0.12,0.095,0.085
-0.039,-0.553,-0.513,0.296,0.237,-0.533,0.184,0.234,0.088,0.12,0.094,0.085
-0.045,-0.55,-0.506,0.298,0.23,-0.528,0.183,0.239,0.09,0.119,0.095,0.084
-0.047,-0.545,-0.499,0.296,0.226,-0.522,0.18,0.242,0.097,0.122,0.095,0.086
-0.053,-0.546,-0.493,0.3,0.22,-0.519,0.179,0.243,0.091,0.115,0.094,0.082
-0.045,-0.53,-0.485,0.288,0.22,-0.507,0.192,0.248,0.105,0.131,0.104,0.091
-0.01,-0.491,-0.48,0.251,0.236,-0.485,0.205,0.248,0.112,0.133,0.106,0.093
-0.014,-0.478,-0.463,0.246,0.225,-0.47,0.214,0.252,0.119,0.143,0.122,0.107
-0.02,-0.479,-0.459,0.25,0.22,-0.469,0.202,0.253,0.138,0.168,0.142,0.131
-0.012,-0.472,-0.46,0.242,0.224,-0.466,0.167,0.236,0.121,0.15,0.129,0.117
-0.01,-0.474,-0.464,0.242,0.227,-0.469,0.138,0.233,0.112,0.136,0.115,0.099
-0.015,-0.466,-0.451,0.241,0.218,-0.458,0.113,0.207,0.082,0.116,0.098,0.084
-0.037,-0.487,-0.45,0.262,0.207,-0.468,0.118,0.194,0.077,0.104,0.08,0.07
-0.047,-0.52,-0.474,0.283,0.214,-0.497,0.107,0.157,0.06,0.09,0.071,0.064
-0.062,-0.539,-0.477,0.301,0.207,-0.507,0.112,0.169,0.071,0.093,0.069,0.059
-0.054,-0.548,-0.494,0.301,0.22,-0.521,0.101,0.146,0.055,0.074,0.054,0.047
-0.049,-0.542,-0.493,0.295,0.222,-0.517,0.111,0.144,0.058,0.08,0.055,0.049
-0.043,-0.546,-0.503,0.295,0.231,-0.524,0.127,0.147,0.06,0.067,0.04,0.031
-0.023,-0.495,-0.472,0.259,0.225,-0.483,0.138,0.24,0.083,0.074,0.047,0.022
0.025,-0.505,-0.529,0.24,0.277,-0.517,0.313,0.763,0.483,0.241,0.099,0.029
0.291,0.051,-0.24,-0.171,0.265,-0.094,-0.004,-0.029,0.816,0.881,0.682,0.539
0.378,0.849,0.471,-0.614,-0.047,0.66,-0.637,-1.555,0.884,1.668,1.493,1.267
