-0.047,0.172,0.219,-0.063,-0.134,0.195,-0.02,-0.064,-0.166,-0.219,-0.185,-0.16
-0.07,0.151,0.221,-0.041,-0.146,0.186,-0.02,-0.07,-0.181,-0.226,-0.189,-0.168
-0.067,0.123,0.19,-0.029,-0.129,0.157,-0.021,-0.082,-0.193,-0.245,-0.196,-0.181
-0.077,0.122,0.199,-0.023,-0.138,0.16,-0.025,-0.079,-0.202,-0.236,-0.193,-0.18
-0.055,0.14,0.195,-0.042,-0.125,0.167,-0.025,-0.079,-0.216,-0.249,-0.212,-0.19
-0.073,0.113,0.186,-0.02,-0.13,0.15,-0.03,-0.072,-0.221,-0.267,-0.228,-0.21
-0.053,0.129,0.182,-0.038,-0.117,0.155,-0.03,-0.066,-0.219,-0.268,-0.225,-0.22
-0.029,0.144,0.173,-0.058,-0.101,0.158,-0.03,-0.061,-0.22,-0.266,-0.222,-0.213
-0.027,0.142,0.169,-0.057,-0.098,0.155,-0.03,-0.06,-0.22,-0.259,-0.218,-0.209
-0.024,0.141,0.165,-0.059,-0.094,0.152,-0.03,-0.06,-0.22,-0.256,-0.214,-0.205
-0.024,0.139,0.163,-0.058,-0.093,0.151,-0.028,-0.06,-0.216,-0.251,-0.211,-0.2
-0.024,0.135,0.16,-0.055,-0.092,0.147,-0.024,-0.06,-0.211,-0.246,-0.207,-0.197
-0.021,0.135,0.156,-0.057,-0.089,0.145,-0.026,-0.06,-0.206,-0.243,-0.205,-0.192
0.001,0.156,0.155,-0.079,-0.077,0.156,-0.024,-0.06,-0.202,-0.238,-0.205,-0.189
-0.017,0.14,0.157,-0.062,-0.087,0.149,-0.026,-0.059,-0.197,-0.235,-0.202,-0.186
-0.051,0.12,0.17,-0.035,-0.111,0.145,-0.032,-0.075,-0.195,-0.232,-0.199,-0.18
-0.051,0.129,0.179,-0.039,-0.116,0.154,-0.041,-0.081,-0.195,-0.227,-0.201,-0.185
-0.048,0.125,0.173,-0.039,-0.111,0.149,-0.05,-0.08,-0.195,-0.225,-0.204,-0.196
-0.035,0.13,0.165,-0.048,-0.1,0.147,-0.043,-0.079,-0.195,-0.225,-0.205,-0.195
-0.034,0.125,0.16,-0.046,-0.097,0.142,-0.039,-0.082,-0.195,-0.225,-0.205,-0.195
-0.064,0.087,0.152,-0.012,-0.108,0.119,-0.029,-0.103,-0.194,-0.225,-0.205,-0.195
-0.027,0.126,0.153,-0.049,-0.09,0.139,-0.042,-0.106,-0.2,-0.224,-0.205,-0.194
-0.021,0.154,0.175,-0.066,-0.098,0.164,-0.071,-0.104,-0.208,-0.231,-0.202,-0.197
-0.053,0.127,0.18,-0.037,-0.116,0.153,-0.065,-0.106,-0.203,-0.236,-0.198,-0.204
-0.042,0.133,0.175,-0.046,-0.109,0.154,-0.059,-0.105,-0.197,-0.229,-0.195,-0.205
-0.076,0.095,0.171,-0.009,-0.124,0.133,-0.056,-0.104,-0.192,-0.226,-0.192,-0.204
-0.09,0.078,0.168,0.006,-0.13,0.123,-0.046,-0.1,-0.187,-0.221,-0.187,-0.205
-0.053,0.11,0.163,-0.029,-0.108,0.136,-0.047,-0.097,-0.18,-0.217,-0.183,-0.205
-0.052,0.11,0.162,-0.029,-0.107,0.135,-0.043,-0.095,-0.188,-0.212,-0.195,-0.206
-0.078,0.109,0.187,-0.015,-0.133,0.147,-0.046,-0.09,-0.194,-0.204,-0.197,-0.202
-0.089,0.102,0.192,-0.006,-0.141,0.147,-0.06,-0.091,-0.183,-0.198,-0.189,-0.193
-0.061,0.127,0.188,-0.033,-0.125,0.157,-0.042,-0.083,-0.175,-0.19,-0.181,-0.182
-0.017,0.169,0.187,-0.076,-0.102,0.178,-0.024,-0.073,-0.167,-0.185,-0.166,-0.173
-0.017,0.166,0.184,-0.075,-0.101,0.175,-0.02,-0.074,-0.153,-0.176,-0.148,-0.163
-0.028,0.157,0.185,-0.065,-0.107,0.171,-0.037,-0.079,-0.143,-0.178,-0.139,-0.162
-0.02,0.156,0.176,-0.068,-0.099,0.166,-0.059,-0.081,-0.133,-0.18,-0.141,-0.166
-0.026,0.146,0.172,-0.06,-0.099,0.159,-0.051,-0.086,-0.141,-0.18,-0.137,-0.164
-0.018,0.146,0.163,-0.064,-0.091,0.154,-0.05,-0.103,-0.172,-0.181,-0.138,-0.167
-0.031,0.127,0.158,-0.048,-0.095,0.142,-0.047,-0.113,-0.173,-0.177,-0.13,-0.163
-0.043,0.107,0.15,-0.033,-0.097,0.129,-0.044,-0.102,-0.178,-0.192,-0.146,-0.178
-0.056,0.1,0.156,-0.022,-0.106,0.128,-0.042,-0.104,-0.17,-0.188,-0.156,-0.179
-0.117,0.053,0.17,0.031,-0.143,0.111,-0.034,-0.097,-0.181,-0.204,-0.166,-0.187
-0.052,0.081,0.133,-0.015,-0.093,0.107,-0.028,-0.092,-0.18,-0.191,-0.174,-0.2
-0.066,0.075,0.142,-0.005,-0.105,0.108,-0.032,-0.093,-0.178,-0.209,-0.185,-0.187
-0.128,0.01,0.137,0.059,-0.133,0.073,0.01,-0.003,-0.176,-0.232,-0.201,-0.217
-0.142,0.008,0.151,0.067,-0.146,0.079,0.163,0.218,-0.059,-0.277,-0.262,-0.294
0.013,0.212,0.199,-0.113,-0.093,0.205,0.033,0.291,0.435,0.155,0.066,-0.115
