0.18,0.056,-0.124,-0.118,0.152,-0.034,-0.03,0.364,0.421,0.153,0.162,0.148
0.185,0.067,-0.118,-0.126,0.151,-0.025,-0.049,0.391,0.438,0.178,0.197,0.179
0.21,0.102,-0.107,-0.156,0.158,-0.003,-0.067,0.406,0.471,0.217,0.25,0.229
0.232,0.133,-0.099,-0.183,0.165,0.017,-0.07,0.416,0.498,0.265,0.299,0.283
0.247,0.146,-0.101,-0.197,0.174,0.022,-0.11,0.398,0.491,0.299,0.331,0.316
0.256,0.18,-0.075,-0.218,0.165,0.052,-0.11,0.368,0.462,0.295,0.325,0.312
0.217,0.175,-0.043,-0.196,0.13,0.066,-0.095,0.314,0.422,0.28,0.313,0.302
0.194,0.16,-0.034,-0.177,0.114,0.063,-0.09,0.242,0.349,0.265,0.282,0.273
0.161,0.134,-0.027,-0.147,0.093,0.054,-0.065,0.191,0.264,0.217,0.224,0.208
0.113,0.085,-0.029,-0.099,0.071,0.028,-0.06,0.139,0.191,0.153,0.149,0.126
0.077,0.045,-0.032,-0.061,0.054,0.006,-0.036,0.098,0.124,0.103,0.083,0.058
0.03,-0.005,-0.034,-0.012,0.032,-0.02,-0.004,0.072,0.075,0.047,0.035,0.014
0.009,-0.028,-0.037,0.01,0.024,-0.032,-0.001,0.046,0.046,0.011,-0.004,-0.029
-0.006,-0.049,-0.043,0.027,0.019,-0.045,0.005,0.031,0.032,-0.007,-0.018,-0.043
-0.037,-0.086,-0.049,0.062,0.006,-0.067,0.01,0.025,0.026,-0.025,-0.038,-0.052
-0.045,-0.084,-0.039,0.065,-0.002,-0.062,0.017,0.02,0.019,-0.036,-0.057,-0.069
-0.037,-0.089,-0.052,0.063,0.008,-0.07,0.019,0.014,0.013,-0.049,-0.062,-0.072
-0.018,-0.09,-0.072,0.054,0.027,-0.081,0.013,0.008,0.005,-0.056,-0.063,-0.078
-0.022,-0.09,-0.068,0.056,0.023,-0.079,0.005,0.004,0.001,-0.063,-0.059,-0.082
-0.055,-0.121,-0.065,0.088,0.005,-0.093,0.012,0.006,0.005,-0.074,-0.061,-0.085
-0.064,-0.127,-0.062,0.096,0.0,-0.094,0.031,-0.002,0.01,-0.07,-0.06,-0.084
-0.063,-0.123,-0.06,0.093,-0.001,-0.091,0.028,-0.013,0.014,-0.062,-0.06,-0.093
-0.053,-0.111,-0.058,0.083,0.002,-0.084,0.02,-0.011,0.018,-0.057,-0.059,-0.098
-0.041,-0.095,-0.054,0.069,0.007,-0.075,0.015,-0.007,0.024,-0.049,-0.056,-0.084
-0.035,-0.087,-0.052,0.061,0.009,-0.069,0.007,-0.005,0.023,-0.045,-0.053,-0.077
