-0.059,-0.06,-0.001,0.06,-0.029,-0.031,0.01,0.04,-0.046,0.009,0.025,0.0
-0.046,-0.061,-0.015,0.054,-0.016,-0.038,-0.002,0.036,-0.053,0.004,0.021,0.0
-0.035,-0.057,-0.022,0.046,-0.007,-0.039,-0.03,0.028,-0.061,-0.002,0.014,-0.004
-0.064,-0.075,-0.011,0.07,-0.026,-0.043,-0.034,0.023,-0.06,-0.009,0.008,-0.006
-0.088,-0.095,-0.007,0.091,-0.04,-0.05,-0.022,0.014,-0.06,-0.01,0.0,-0.01
-0.084,-0.082,0.002,0.082,-0.043,-0.039,-0.017,0.012,-0.062,-0.01,-0.004,-0.01
-0.083,-0.083,0.0,0.083,-0.041,-0.041,-0.011,0.006,-0.06,-0.01,-0.001,-0.006
-0.062,-0.086,-0.024,0.075,-0.019,-0.055,-0.006,0.0,-0.055,-0.008,0.002,-0.003
-0.061,-0.083,-0.022,0.073,-0.019,-0.053,0.0,0.017,-0.053,-0.005,0.004,0.0
-0.066,-0.087,-0.021,0.076,-0.022,-0.054,0.006,0.021,-0.048,-0.002,0.008,0.003
-0.049,-0.082,-0.033,0.066,-0.008,-0.057,-0.009,0.019,-0.045,0.001,0.009,0.005
-0.036,-0.059,-0.023,0.048,-0.006,-0.041,-0.016,0.021,-0.049,0.005,0.013,0.008
-0.019,-0.041,-0.022,0.031,0.002,-0.031,0.0,0.02,-0.052,0.005,0.021,0.01
-0.033,-0.048,-0.015,0.041,-0.008,-0.032,-0.001,0.02,-0.057,-0.003,0.022,0.01
-0.03,-0.042,-0.012,0.036,-0.008,-0.026,-0.031,0.012,-0.06,-0.018,0.017,0.01
-0.043,-0.051,-0.008,0.047,-0.017,-0.029,-0.054,0.006,-0.057,-0.022,0.016,0.01
-0.093,-0.088,0.005,0.091,-0.048,-0.042,-0.057,-0.001,-0.052,-0.017,0.012,0.009
-0.059,-0.08,-0.021,0.07,-0.019,-0.05,-0.042,-0.007,-0.047,-0.011,0.009,0.01
-0.053,-0.063,-0.01,0.058,-0.021,-0.037,-0.014,-0.014,-0.043,-0.004,0.013,0.01
-0.045,-0.032,0.013,0.038,-0.028,-0.01,0.002,-0.011,-0.038,-0.001,0.022,0.013
-0.008,0.015,0.023,-0.003,-0.015,0.019,0.007,-0.001,-0.042,0.021,0.034,0.027
-0.033,0.03,0.063,0.001,-0.049,0.046,0.031,0.005,-0.021,0.029,0.04,0.035
-0.019,0.086,0.105,-0.034,-0.062,0.095,0.057,0.042,0.028,0.057,0.078,0.067
0.03,0.167,0.137,-0.099,-0.054,0.151,0.038,0.051,0.047,0.094,0.101,0.101
0.041,0.158,0.118,-0.1,-0.039,0.138,-0.004,0.025,0.04,0.077,0.092,0.088
0.001,0.09,0.09,-0.046,-0.045,0.09,-0.014,0.01,0.011,0.048,0.081,0.075
-0.052,0.007,0.059,0.022,-0.055,0.033,0.007,-0.019,-0.03,0.001,0.026,0.038
-0.081,-0.066,0.014,0.073,-0.047,-0.026,0.011,-0.062,-0.081,-0.051,0.0,-0.016
-0.096,-0.091,0.005,0.094,-0.051,-0.043,0.008,-0.085,-0.119,-0.079,-0.011,-0.04
-0.077,-0.105,-0.028,0.091,-0.024,-0.066,0.024,-0.074,-0.113,-0.077,-0.022,-0.039
-0.061,-0.103,-0.042,0.082,-0.009,-0.072,0.035,-0.08,-0.123,-0.085,-0.032,-0.04
-0.063,-0.1,-0.036,0.082,-0.014,-0.068,0.027,-0.067,-0.115,-0.084,-0.052,-0.04
-0.075,-0.093,-0.018,0.085,-0.028,-0.056,0.009,-0.076,-0.104,-0.077,-0.056,-0.039
-0.058,-0.109,-0.052,0.084,-0.003,-0.08,0.009,-0.051,-0.096,-0.086,-0.071,-0.04
-0.012,-0.132,-0.121,0.072,0.055,-0.126,0.079,0.167,0.026,-0.017,-0.015,-0.011
0.322,0.099,-0.223,-0.21,0.272,-0.062,-0.027,0.334,0.407,0.334,0.298,0.208
0.983,0.661,-0.323,-0.822,0.652,0.169,-0.699,-0.111,0.788,0.98,0.988,0.836
0.95,0.667,-0.283,-0.808,0.616,0.191,-1.093,-0.875,0.232,0.721,0.881,0.888
0.353,-0.001,-0.354,-0.176,0.354,-0.177,-0.697,-0.898,-0.53,-0.21,-0.023,0.163
0.057,-0.188,-0.245,0.066,0.152,-0.216,-0.319,-0.452,-0.423,-0.309,-0.197,-0.061
-0.072,-0.128,-0.055,0.1,-0.008,-0.091,-0.093,-0.188,-0.219,-0.174,-0.11,-0.035
-0.085,-0.157,-0.072,0.121,-0.006,-0.114,0.032,-0.075,-0.167,-0.174,-0.131,-0.075
-0.1,-0.117,-0.017,0.109,-0.041,-0.067,0.071,-0.052,-0.128,-0.127,-0.089,-0.045
-0.119,-0.159,-0.04,0.139,-0.039,-0.099,0.095,-0.014,-0.132,-0.134,-0.106,-0.06
-0.087,-0.136,-0.05,0.112,-0.018,-0.093,0.083,0.004,-0.11,-0.107,-0.083,-0.044
-0.085,-0.119,-0.034,0.102,-0.025,-0.077,0.132,0.016,-0.107,-0.109,-0.086,-0.047
-0.063,-0.124,-0.061,0.094,-0.001,-0.092,0.136,0.024,-0.081,-0.098,-0.073,-0.041
-0.073,-0.11,-0.037,0.091,-0.017,-0.073,0.104,0.039,-0.064,-0.092,-0.066,-0.039
-0.071,-0.114,-0.043,0.093,-0.014,-0.078,0.089,0.063,-0.052,-0.087,-0.059,-0.042
-0.063,-0.102,-0.039,0.083,-0.012,-0.07,0.102,0.09,-0.037,-0.079,-0.048,-0.038
-0.063,-0.102,-0.039,0.083,-0.012,-0.07,0.138,0.157,-0.02,-0.07,-0.048,-0.042
-0.045,-0.089,-0.044,0.067,0.0,-0.067,0.147,0.206,0.011,-0.045,-0.042,-0.038
-0.044,-0.053,-0.008,0.048,-0.018,-0.03,0.185,0.261,0.039,-0.035,-0.041,-0.028
-0.041,-0.052,-0.011,0.047,-0.015,-0.031,0.266,0.333,0.084,-0.009,-0.037,-0.016
-0.011,-0.02,-0.009,0.016,-0.001,-0.014,0.298,0.408,0.13,0.017,-0.035,-0.002
0.018,0.025,0.007,-0.022,0.005,0.016,0.299,0.46,0.154,0.025,-0.032,0.011
0.028,0.041,0.013,-0.035,0.007,0.027,0.342,0.478,0.194,0.053,-0.016,0.024
0.055,0.07,0.015,-0.062,0.019,0.042,0.363,0.469,0.215,0.074,-0.004,0.048
0.056,0.069,0.013,-0.062,0.021,0.041,0.342,0.445,0.203,0.067,0.01,0.049
0.025,0.072,0.046,-0.049,-0.011,0.059,0.287,0.413,0.183,0.062,0.018,0.043
0.014,0.055,0.042,-0.035,-0.014,0.048,0.22,0.318,0.138,0.052,0.003,0.041
-0.003,0.02,0.023,-0.008,-0.013,0.021,0.18,0.214,0.08,0.034,-0.005,0.036
0.007,0.004,-0.003,-0.005,0.005,0.0,0.162,0.13,0.031,0.007,-0.035,0.034
0.008,-0.01,-0.018,0.001,0.013,-0.013,0.158,0.079,0.009,-0.02,-0.067,0.025
-0.051,-0.051,0.0,0.051,-0.025,-0.025,0.144,0.038,-0.024,-0.038,-0.07,0.016
-0.059,-0.076,-0.017,0.068,-0.02,-0.047,0.13,0.0,-0.063,-0.062,-0.091,0.007
-0.049,-0.075,-0.027,0.062,-0.011,-0.051,0.083,-0.002,-0.065,-0.083,-0.106,-0.002
-0.068,-0.091,-0.024,0.08,-0.022,-0.057,0.042,-0.027,-0.066,-0.09,-0.109,-0.011
-0.058,-0.083,-0.025,0.071,-0.016,-0.054,0.039,-0.031,-0.063,-0.078,-0.103,-0.018
-0.053,-0.079,-0.026,0.067,-0.014,-0.052,0.023,-0.02,-0.081,-0.098,-0.109,-0.03
-0.053,-0.076,-0.023,0.065,-0.015,-0.049,0.024,-0.019,-0.101,-0.12,-0.128,-0.038
-0.037,-0.069,-0.032,0.053,-0.002,-0.05,0.045,-0.011,-0.085,-0.106,-0.123,-0.027
-0.036,-0.075,-0.039,0.056,0.002,-0.057,0.062,-0.005,-0.083,-0.098,-0.12,-0.017
-0.052,-0.073,-0.021,0.063,-0.015,-0.047,0.07,-0.021,-0.085,-0.094,-0.118,-0.015
