index,y_true,y_prob_pos,margin
3394,1,0.4999251961708069,7.480382919311523e-05
11567,1,0.49967053532600403,0.0003294646739959717
8531,1,0.4995899498462677,0.0004100501537322998
6825,1,0.49921730160713196,0.000782698392868042
5982,1,0.4982130825519562,0.0017869174480438232
3406,1,0.49782949686050415,0.0021705031394958496
13930,1,0.4974467158317566,0.002553284168243408
4306,1,0.49699997901916504,0.003000020980834961
12485,1,0.4969388544559479,0.003061145544052124
17389,1,0.49546828866004944,0.0045317113399505615
20305,1,0.4951067268848419,0.004893273115158081
5687,1,0.4950098991394043,0.004990100860595703
20579,1,0.4946737289428711,0.005326271057128906
145,1,0.4942067563533783,0.005793243646621704
17209,1,0.4940367639064789,0.005963236093521118
3544,1,0.49401623010635376,0.00598376989364624
18749,1,0.49379608035087585,0.0062039196491241455
13114,1,0.4936140775680542,0.006385922431945801
2110,1,0.4934905469417572,0.006509453058242798
1864,1,0.4933852553367615,0.006614744663238525
20595,1,0.49317824840545654,0.006821751594543457
6076,1,0.49260008335113525,0.007399916648864746
14418,1,0.49252575635910034,0.007474243640899658
18862,1,0.4919016361236572,0.008098363876342773
6223,1,0.490715354681015,0.009284645318984985
18658,1,0.4906153380870819,0.00938466191291809
13046,1,0.49028411507606506,0.009715884923934937
6565,1,0.48964598774909973,0.010354012250900269
3765,1,0.4895312190055847,0.010468780994415283
3878,1,0.4891766607761383,0.010823339223861694
2593,1,0.4887910783290863,0.011208921670913696
18424,1,0.4887363910675049,0.011263608932495117
2816,1,0.4871549904346466,0.012845009565353394
14974,1,0.48701542615890503,0.01298457384109497
3737,1,0.48682454228401184,0.01317545771598816
16599,1,0.48524388670921326,0.014756113290786743
5212,1,0.4851638972759247,0.014836102724075317
20196,1,0.4847634732723236,0.015236526727676392
2508,1,0.4845545291900635,0.015445470809936523
585,1,0.48379284143447876,0.01620715856552124
5586,1,0.48362818360328674,0.016371816396713257
11083,1,0.48350128531455994,0.016498714685440063
6459,1,0.4834112823009491,0.016588717699050903
15609,1,0.48331373929977417,0.01668626070022583
1231,1,0.4830256998538971,0.016974300146102905
6893,1,0.48283302783966064,0.017166972160339355
6602,1,0.482418417930603,0.017581582069396973
9939,1,0.4821379482746124,0.017862051725387573
8741,1,0.4812789261341095,0.018721073865890503
18970,1,0.48127859830856323,0.018721401691436768
