index,y_true,y_prob_pos,margin
49,1,0.12977376580238342,0.3702262341976166
84,1,0.061192236840724945,0.43880776315927505
39,1,0.05888964608311653,0.44111035391688347
89,1,0.05383908003568649,0.4461609199643135
94,1,0.04787031561136246,0.45212968438863754
29,1,0.03359434753656387,0.4664056524634361
54,1,0.031556885689496994,0.468443114310503
74,1,0.02286790870130062,0.4771320912986994
59,1,0.02275148779153824,0.47724851220846176
14,1,0.02162468060851097,0.47837531939148903
34,1,0.01919393241405487,0.48080606758594513
99,1,0.015262160450220108,0.4847378395497799
79,1,0.015131025575101376,0.4848689744248986
69,1,0.012819256633520126,0.4871807433664799
24,1,0.011814352124929428,0.48818564787507057
4,1,0.005148930475115776,0.4948510695248842
64,1,0.005106798373162746,0.49489320162683725
44,1,0.0014055889332666993,0.4985944110667333
9,1,0.0013275146484375,0.4986724853515625
