index,y_true,y_prob_pos,margin
1353,0,0.5001754760742188,0.00017547607421875
5162,0,0.5004746317863464,0.00047463178634643555
10317,0,0.5005224347114563,0.0005224347114562988
16706,0,0.5007878541946411,0.0007878541946411133
16864,0,0.5009921193122864,0.000992119312286377
19518,0,0.5011373162269592,0.0011373162269592285
6593,0,0.5011711716651917,0.0011711716651916504
15233,0,0.5014048218727112,0.0014048218727111816
9931,0,0.5016071200370789,0.0016071200370788574
14853,0,0.5022797584533691,0.0022797584533691406
7318,0,0.502997875213623,0.002997875213623047
5485,0,0.5036942958831787,0.003694295883178711
17875,0,0.5037819147109985,0.003781914710998535
10741,0,0.5040790438652039,0.004079043865203857
9197,0,0.5041175484657288,0.00411754846572876
12712,0,0.5051928162574768,0.005192816257476807
4696,0,0.5054927468299866,0.005492746829986572
15312,0,0.5056752562522888,0.005675256252288818
16700,0,0.5059048533439636,0.005904853343963623
6048,0,0.5060314536094666,0.006031453609466553
6321,0,0.5062100887298584,0.0062100887298583984
4059,0,0.5064900517463684,0.006490051746368408
4193,0,0.5070048570632935,0.007004857063293457
15964,0,0.5070288181304932,0.007028818130493164
2706,0,0.5073137879371643,0.007313787937164307
17219,0,0.5077103972434998,0.007710397243499756
12295,0,0.5078057646751404,0.007805764675140381
138,0,0.5078796148300171,0.00787961483001709
20059,0,0.5082727670669556,0.008272767066955566
15258,0,0.5083202719688416,0.008320271968841553
20959,0,0.508449137210846,0.008449137210845947
7310,0,0.5087589621543884,0.008758962154388428
6567,0,0.509145975112915,0.009145975112915039
15223,0,0.5091953277587891,0.009195327758789062
4869,0,0.5092166662216187,0.009216666221618652
17638,0,0.5093458890914917,0.0093458890914917
17142,0,0.509556770324707,0.009556770324707031
15689,0,0.509852409362793,0.009852409362792969
736,0,0.5099707841873169,0.009970784187316895
1265,0,0.5113635659217834,0.011363565921783447
4510,0,0.5113686919212341,0.01136869192123413
3205,0,0.5124632716178894,0.012463271617889404
4890,0,0.5128939747810364,0.012893974781036377
4365,0,0.5131186842918396,0.0131186842918396
21114,0,0.5131832957267761,0.013183295726776123
15725,0,0.5132185816764832,0.013218581676483154
12737,0,0.5140774846076965,0.014077484607696533
4230,0,0.5144019722938538,0.01440197229385376
3014,0,0.5146313309669495,0.014631330966949463
7948,0,0.5149297714233398,0.014929771423339844
