index,y_true,y_prob_pos,margin
9261,0,0.5005025267601013,0.0005025267601013184
8813,0,0.5010128617286682,0.0010128617286682129
3503,0,0.5013440251350403,0.0013440251350402832
14803,0,0.5013964176177979,0.0013964176177978516
16422,0,0.5016219615936279,0.0016219615936279297
7291,0,0.5018225908279419,0.0018225908279418945
12281,0,0.5018934011459351,0.0018934011459350586
8533,0,0.5019589066505432,0.001958906650543213
14951,0,0.5019603967666626,0.0019603967666625977
14345,0,0.502200722694397,0.0022007226943969727
19038,0,0.5023888349533081,0.0023888349533081055
9579,0,0.502601146697998,0.002601146697998047
10322,0,0.5026047229766846,0.0026047229766845703
20350,0,0.5026304721832275,0.002630472183227539
3702,0,0.503625750541687,0.0036257505416870117
14641,0,0.5037064552307129,0.0037064552307128906
6649,0,0.5037901997566223,0.0037901997566223145
3192,0,0.5039483308792114,0.003948330879211426
12380,0,0.5044223070144653,0.004422307014465332
15436,0,0.505037784576416,0.005037784576416016
11449,0,0.505072295665741,0.005072295665740967
3434,0,0.5058097243309021,0.0058097243309021
19579,0,0.5058371424674988,0.005837142467498779
15072,0,0.5058950185775757,0.005895018577575684
20444,0,0.5060596466064453,0.0060596466064453125
20889,0,0.5061706304550171,0.00617063045501709
16939,0,0.5064576864242554,0.006457686424255371
327,0,0.5066861510276794,0.006686151027679443
5266,0,0.5070348381996155,0.0070348381996154785
19947,0,0.5075430274009705,0.007543027400970459
11746,0,0.5075735449790955,0.007573544979095459
16836,0,0.5080878138542175,0.00808781385421753
8700,0,0.5081163048744202,0.008116304874420166
6126,0,0.5083905458450317,0.008390545845031738
21135,0,0.5104477405548096,0.01044774055480957
5962,0,0.5108729004859924,0.010872900485992432
4794,0,0.5112566351890564,0.011256635189056396
11270,0,0.512727677822113,0.012727677822113037
16280,0,0.5128645896911621,0.01286458969116211
2645,0,0.513841450214386,0.013841450214385986
14433,0,0.5140106678009033,0.01401066780090332
5355,0,0.5149577260017395,0.014957726001739502
5157,0,0.5165778398513794,0.016577839851379395
20143,0,0.51716548204422,0.01716548204421997
12708,0,0.5174407362937927,0.017440736293792725
4304,0,0.5183637142181396,0.01836371421813965
1780,0,0.518791139125824,0.018791139125823975
11883,0,0.5193210244178772,0.019321024417877197
19390,0,0.5195847749710083,0.0195847749710083
2483,0,0.5197597742080688,0.019759774208068848
