index,y_true,y_prob_pos,margin
3163,0,0.5007143020629883,0.0007143020629882812
9771,0,0.5011411309242249,0.0011411309242248535
15869,0,0.5014182925224304,0.00141829252243042
18771,0,0.501600444316864,0.0016004443168640137
17811,0,0.5016058087348938,0.0016058087348937988
13354,0,0.5021311044692993,0.0021311044692993164
5242,0,0.5024153590202332,0.0024153590202331543
15995,0,0.5026160478591919,0.0026160478591918945
486,0,0.5028330087661743,0.0028330087661743164
21250,0,0.5029485821723938,0.002948582172393799
9821,0,0.5030429363250732,0.003042936325073242
4201,0,0.5034103393554688,0.00341033935546875
9393,0,0.5044167637825012,0.004416763782501221
13406,0,0.5047361850738525,0.004736185073852539
21653,0,0.5053840279579163,0.00538402795791626
13101,0,0.5058884620666504,0.005888462066650391
16945,0,0.5063629746437073,0.006362974643707275
13846,0,0.5064371228218079,0.006437122821807861
7988,0,0.5065041780471802,0.006504178047180176
19803,0,0.5066555738449097,0.006655573844909668
15400,0,0.5067167282104492,0.006716728210449219
1704,0,0.50713711977005,0.007137119770050049
13186,0,0.5074945092201233,0.007494509220123291
6306,0,0.50750732421875,0.00750732421875
13503,0,0.5081495642662048,0.008149564266204834
17734,0,0.5081894993782043,0.008189499378204346
3220,0,0.5084139108657837,0.008413910865783691
10328,0,0.5085237622261047,0.008523762226104736
5360,0,0.5089670419692993,0.008967041969299316
5116,0,0.5093693733215332,0.009369373321533203
4115,0,0.5098319053649902,0.009831905364990234
18530,0,0.5116243362426758,0.011624336242675781
15934,0,0.5117135047912598,0.011713504791259766
18187,0,0.5118423700332642,0.01184237003326416
6590,0,0.5140093564987183,0.014009356498718262
996,0,0.5146385431289673,0.014638543128967285
16440,0,0.514910876750946,0.014910876750946045
21153,0,0.5154033899307251,0.015403389930725098
3533,0,0.5160828232765198,0.016082823276519775
14272,0,0.5161844491958618,0.016184449195861816
2915,0,0.516315758228302,0.016315758228302002
7283,0,0.516832709312439,0.016832709312438965
20015,0,0.5171522498130798,0.017152249813079834
21163,0,0.5178989768028259,0.017898976802825928
21645,0,0.5179182887077332,0.017918288707733154
20783,0,0.5183860063552856,0.018386006355285645
13188,0,0.5184581279754639,0.018458127975463867
8390,0,0.5198172330856323,0.019817233085632324
11569,0,0.5207957625389099,0.020795762538909912
3456,0,0.5211885571479797,0.021188557147979736
