index,y_true,y_prob_pos,margin
12335,1,0.49947139620780945,0.0005286037921905518
1190,1,0.49928221106529236,0.0007177889347076416
18494,1,0.4991005063056946,0.0008994936943054199
11886,1,0.49902230501174927,0.0009776949882507324
11538,1,0.4985734522342682,0.0014265477657318115
5012,1,0.4984598159790039,0.0015401840209960938
14496,1,0.4983087480068207,0.0016912519931793213
7627,1,0.4973357617855072,0.002664238214492798
18049,1,0.4970761835575104,0.002923816442489624
9068,1,0.4970744848251343,0.0029255151748657227
12425,1,0.49693554639816284,0.003064453601837158
13937,1,0.49691134691238403,0.003088653087615967
78,1,0.49671292304992676,0.003287076950073242
15647,1,0.4966299831867218,0.0033700168132781982
19383,1,0.4965561330318451,0.0034438669681549072
17430,1,0.4963840842247009,0.0036159157752990723
13939,1,0.49636024236679077,0.0036397576332092285
12186,1,0.49615994095802307,0.0038400590419769287
12349,1,0.49614667892456055,0.003853321075439453
1129,1,0.4960910975933075,0.003908902406692505
12452,1,0.4957565367221832,0.0042434632778167725
1340,1,0.4957064390182495,0.004293560981750488
5831,1,0.4954964220523834,0.004503577947616577
11937,1,0.49477294087409973,0.0052270591259002686
9501,1,0.4946436882019043,0.005356311798095703
14074,1,0.4944787919521332,0.005521208047866821
2856,1,0.49421676993370056,0.0057832300662994385
20958,1,0.49371448159217834,0.006285518407821655
5352,1,0.493625283241272,0.006374716758728027
2926,1,0.4936225116252899,0.006377488374710083
4224,1,0.4932156503200531,0.006784349679946899
6928,1,0.4931708872318268,0.006829112768173218
13212,1,0.49312323331832886,0.006876766681671143
3681,1,0.49304214119911194,0.0069578588008880615
15606,1,0.49293917417526245,0.007060825824737549
21291,1,0.4927767813205719,0.007223218679428101
18593,1,0.4926638603210449,0.007336139678955078
12430,1,0.4922613501548767,0.007738649845123291
7949,1,0.4919787049293518,0.008021295070648193
1915,1,0.49181100726127625,0.008188992738723755
8387,1,0.49070972204208374,0.00929027795791626
13126,1,0.4906493127346039,0.009350687265396118
9540,1,0.48994264006614685,0.01005735993385315
18701,1,0.4898894429206848,0.010110557079315186
16181,1,0.4895869493484497,0.010413050651550293
5526,1,0.48944467306137085,0.01055532693862915
17553,1,0.48897215723991394,0.01102784276008606
3502,1,0.4889565408229828,0.011043459177017212
13268,1,0.48856332898139954,0.011436671018600464
14757,1,0.4885583817958832,0.011441618204116821
