index,y_true,y_prob_pos,margin
12195,0,0.5000098347663879,9.834766387939453e-06
18695,0,0.500217616558075,0.00021761655807495117
2033,0,0.5002740621566772,0.0002740621566772461
1978,0,0.5002798438072205,0.000279843807220459
2986,0,0.5010350346565247,0.0010350346565246582
1379,0,0.5011275410652161,0.0011275410652160645
3965,0,0.5012344717979431,0.0012344717979431152
13910,0,0.5012479424476624,0.0012479424476623535
7201,0,0.5013685822486877,0.0013685822486877441
12479,0,0.5018277168273926,0.0018277168273925781
11354,0,0.501843273639679,0.001843273639678955
10376,0,0.5021542906761169,0.0021542906761169434
5423,0,0.5021745562553406,0.002174556255340576
8172,0,0.5021816492080688,0.0021816492080688477
10235,0,0.5027338266372681,0.0027338266372680664
13080,0,0.5031133890151978,0.003113389015197754
15276,0,0.5034260749816895,0.003426074981689453
4144,0,0.503837525844574,0.0038375258445739746
3801,0,0.5044646263122559,0.004464626312255859
9938,0,0.504971981048584,0.004971981048583984
12869,0,0.5049821138381958,0.004982113838195801
12216,0,0.5056465864181519,0.0056465864181518555
3344,0,0.506151556968689,0.006151556968688965
7836,0,0.5061708688735962,0.006170868873596191
21288,0,0.5067099332809448,0.006709933280944824
10111,0,0.5071854591369629,0.007185459136962891
6958,0,0.5078409910202026,0.007840991020202637
28,0,0.5078862905502319,0.007886290550231934
3154,0,0.5079210996627808,0.007921099662780762
15879,0,0.5081871747970581,0.008187174797058105
7731,0,0.5085492730140686,0.008549273014068604
15685,0,0.5093188285827637,0.009318828582763672
15855,0,0.5095791220664978,0.009579122066497803
11825,0,0.5096257925033569,0.009625792503356934
15042,0,0.509722113609314,0.009722113609313965
19117,0,0.5099859833717346,0.00998598337173462
13609,0,0.510319173336029,0.010319173336029053
18415,0,0.5104001760482788,0.010400176048278809
21584,0,0.510638952255249,0.010638952255249023
3246,0,0.5107430219650269,0.010743021965026855
20047,0,0.510854959487915,0.010854959487915039
16538,0,0.5111932158470154,0.01119321584701538
10139,0,0.5117202401161194,0.011720240116119385
20591,0,0.5129451155662537,0.012945115566253662
14831,0,0.5135660171508789,0.013566017150878906
7877,0,0.5137781500816345,0.013778150081634521
17880,0,0.5138968825340271,0.0138968825340271
19149,0,0.5151517391204834,0.015151739120483398
5577,0,0.5154034495353699,0.015403449535369873
15044,0,0.5156199932098389,0.015619993209838867
